bin	address	file_date	job_num	doc_num	job type	job_status	status_date	lic_num	applicant	in audit	zoning	details 
1055825	344 MANHATTAN AVENUE MANHATTAN	08/12/1992	100054637	02	A1	P APPROVED	08/12/1992	0011052 RA	GERSTENF		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 08/18/1992
		  
		
			 Work on Floor(s): CEL                      1   thru 5
"
1055825	344 MANHATTAN AVENUE MANHATTAN	11/15/1991	100210638	01	A2	P APPROVED	04/15/1992	0011052 RA	GERSTENF		NOT APPLICABLE	" 
		
			 PROVIDE AND INSTALL GAS FIRED BOILER, BURNHAM K-5011-B
		  
		
			 Work on Floor(s): CEL                      1   thru 5
"
1055825	344 MANHATTAN AVENUE MANHATTAN	06/11/1990	100054637	01	A1	X SIGNED OFF	08/19/1992	0011052 RA	GERSTENF		NOT APPLICABLE	" 
		
			 COMPLETE INTERIOR RENOVATIONS INCLUDING NEW ROOFING, NEW WINDOWS, NEW
		"
1062320	601 WEST  140 STREET MANHATTAN	01/23/2014	121903743	01	A2	X SIGNED OFF	01/14/2016	0050579 PE	RUDIKOFF		NOT APPLICABLE	" 
		
			 INSTALL NEW GAS SERVICE, METER AND PIPING AND CONNECT TO EXISTING GAS/OIL
		  
		
			 Work on Floor(s): CEL
"
1062320	601 WEST  140 STREET MANHATTAN	03/08/2013	121542642	01	A3	X SIGNED OFF	01/10/2014	0066791 PE	PARIHAR		NOT APPLICABLE	" 
		
			 PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FILED FOR REMEDIAL REPAI
		  
		
			 Work on Floor(s): OSP
"
1062320	601 WEST  140 STREET MANHATTAN	05/03/2012	121067264	01	A2	X SIGNED OFF	12/04/2012	0070181 PE	CHAO		NOT APPLICABLE	" 
		
			 PROPOSED A NAIL SALON AT EXISTING COMMERCIAL SPACE. NO CHANGE IN USE, OCCU
		  
		
			 Work on Floor(s): 001
"
1062320	601 WEST  140 STREET MANHATTAN	08/04/2011	120784623	01	A3	R PERMIT-ENTIRE	08/08/2011	0084178 PE	ALI		NOT APPLICABLE	" 
		
			 REPAIR EXISTING VAULT AS PER PLANS. NO CHANGE TO USE, EGRESS OR OCCUPANCY.
		  
		
			 Work on Floor(s): OSP
"
1062320	601 WEST  140 STREET MANHATTAN	07/20/1993	100661295	01	A2	X SIGNED OFF	09/28/2004	0020419 RA	HULME		NOT APPLICABLE	" 
		
			 INSTALLATION OF SHED-30 FEET ON WEST 40T H ST. WORK TO COMPLY WITH LL33\
		  
		
			 Work on Floor(s): GRO
"
1062320	601 WEST  140 STREET MANHATTAN	09/02/1992	100471384	01	A2	R PERMIT-ENTIRE	10/19/1992	0036071 PE	WEINER		NOT APPLICABLE	" 
		
			 TO CHANGE GRADE OF OIL FROM #6 TO # 4. NO CHANGE IN EGRESS, OCCUPANCY
		  
		
			 Work on Floor(s): CEL
"
1062320	601 WEST  140 STREET MANHATTAN	07/16/1992	100453661	01	A3	R PERMIT-ENTIRE	08/04/1992	007	WEISENTH		NOT APPLICABLE	" 
		
			 STOREFRONT BUSINESS AWNING.
		  
		
			 Work on Floor(s): 1
"
1062320	601 WEST  140 STREET MANHATTAN	07/18/1991	100299678	01	A2	R PERMIT-ENTIRE	07/30/1991	0036071 PE	WEINER		NOT APPLICABLE	" 
		
			 TO REPLACE EXISTING OIL BURNER. NO CHANGE IN EGRESS, OCCUPANCY OR
		  
		
			 Work on Floor(s): CEL
"
1062320	601 WEST  140 STREET MANHATTAN	07/05/1991	100235880	01	A3	R PERMIT-ENTIRE	08/28/1991		GERTRUDI		NOT APPLICABLE	" 
		
			 PROPOSE TO LEGALIZE AWNING AS PER PLANS. TO CORRECT VIOLATION 021491 ESS
		"
1058946	231 WEST  136 STREET MANHATTAN	05/02/2007	103767489	08	A1	P APPROVED	05/07/2007	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	04/18/2007	103767489	07	A1	P APPROVED	04/19/2007	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	04/03/2007	103767489	06	A1	P APPROVED	04/05/2007	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	07/24/2006	103767489	05	A1	P APPROVED	08/03/2006	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	05/05/2006	103767489	04	A1	P APPROVED	05/09/2006	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	04/11/2006	103767489	03	A1	P APPROVED	04/17/2006	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	12/22/2005	103767489	02	A1	P APPROVED	12/29/2005	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	05/13/2004	103736904	02	A2	P APPROVED	05/17/2004	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01 INTERIOR STRUCTURAL WORK IN AN EXISTING MUL
		  
		
			 Work on Floor(s): BAS,ROF                  001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	04/16/2004	103767489	01	A1	X SIGNED OFF	05/23/2007	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 Conversion and renovation of an exisitng multiple family dwelling, includi
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 003
"
1058946	231 WEST  136 STREET MANHATTAN	03/26/2004	103736904	01	A2	X SIGNED OFF	04/22/2005	0021045 RA	Crusor		NOT APPLICABLE	" 
		
			 INTERIOR STRUCTURAL WORK IN AN EXISTING MULTIPLE FAMILY DWELLING. FILED
		"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	03/07/2017	123021416	01	A2	R PERMIT-ENTIRE	03/07/2017	0015870 RA	GEORGOPO		NOT APPLICABLE	" 
		
			 RENOVATION OF APARTMENT 2A AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUP
		  
		
			 Work on Floor(s): 2FL
"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	06/22/2016	122812778	01	A2	R PERMIT-ENTIRE	09/01/2016	0025617 RA	CONCEPCI		NOT APPLICABLE	" 
		
			 INTERIOR RENOVATION TO EXISTING STORES INCLUDING: INSTALLATION OF COOKING
		  
		
			 Work on Floor(s): 001
"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	08/24/2011	120805192	01	A2	R PERMIT-ENTIRE	09/13/2011	0031920 RA	GEORGOPO		NOT APPLICABLE	" 
		
			 REPAIR ENTIRE FACADE. NO CHANGE IN USE, EGRESS OR OCCUPANCY.
		  
		
			 Work on Floor(s): OSP
"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	08/22/2011	120799494	01	A3	R PERMIT-ENTIRE	08/22/2011	0029017 RA	WESOLOWS	Y	NOT APPLICABLE	" 
		
			 INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS AS
		  
		
			 Work on Floor(s): OSP
"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	05/18/2011	120664735	01	A2	R PERMIT-ENTIRE	06/06/2011	0077069 PE	SANTOS		NOT APPLICABLE	" 
		
			 PROPOSE TO INSTALL A NEW FIRE SUPPRESSION SYSTEM IN EXISTING FOOD STORE UG
		  
		
			 Work on Floor(s): 001
"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	11/10/2010	120523978	01	A2	R PERMIT-ENTIRE	12/17/2010	0077069 PE	SANTOS		NOT APPLICABLE	" 
		
			 PROPOSE TO INSTALL NEW GAS METER, OVEN, EXHAUST SYSTEM AND ROTISSERIES ON
		  
		
			 Work on Floor(s): 001,CEL
"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	10/19/2000	102780885	01	A2	X SIGNED OFF	05/31/2002	0076805 PE	CHRYSLER		NOT APPLICABLE	" 
		
			 REPLACE BOILER AND BURNER.
		  
		
			 Work on Floor(s): CEL
"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	04/21/2000	102604521	01	SG	R PERMIT-ENTIRE	05/04/2000	0014526 RA	Ceradini	Y	NOT APPLICABLE	" 
		
			 Install non illuminated wall mounted advertising sign - reading changeable
		"
1061735	1606 AMSTERDAM AVENUE MANHATTAN	05/22/1990	100049920	01	A2	Q PERMIT-PARTIAL	10/31/1990	0036071 PE	WEINER		NOT APPLICABLE	" 
		
			 REPLACE BOILER AND BURNER. NO CHANGE IN EGRESS OCCUPANCY OR USE
		"
1059719	551 WEST  125 STREET MANHATTAN	06/07/2014	140209236	01	A3	R PERMIT-ENTIRE	06/20/2014	0066791 PE	PARIHAR		NOT APPLICABLE	" 
		
			 SPOT POINTING  AND BROWN STONE REPAIR AS PER PLAN.NO CHANGE IN USE OCCUPAN
		  
		
			 Work on Floor(s):                          001 thru 005
"
1059719	551 WEST  125 STREET MANHATTAN	06/07/2014	140209227	01	A3	R PERMIT-ENTIRE	06/23/2014	0066791 PE	PARIHAR		NOT APPLICABLE	" 
		
			 PROPOSED INSTALLATION OF HEAVY DUTY SIDEWALK SHED FILED FOR REMEDIAL REPAI
		  
		
			 Work on Floor(s): OSP
"
1059719	551 WEST  125 STREET MANHATTAN	04/24/2012	121056196	01	A2	J P/E DISAPPROVED	05/15/2012	0066283 PE	ZEID		NOT APPLICABLE	" 
		
			 STRUCTURE FRAMING FOR WALL MOUNTED ADVERTISING SIGN #2 (10.4' X 22.75').
		  
		
			 Work on Floor(s): WAL
"
1059719	551 WEST  125 STREET MANHATTAN	04/24/2012	121056187	01	SG	J P/E DISAPPROVED	05/02/2012	0066283 PE	ZEID		NOT APPLICABLE	" 
		
			 FILING TO ESTABLISH THE LEGALITY OF ADVERTISING POSTER PANEL #1 (10.4' X 2
		  
		
			 Work on Floor(s): WAL
"
1059719	551 WEST  125 STREET MANHATTAN	04/24/2012	121056178	01	A2	J P/E DISAPPROVED	05/15/2012	0066283 PE	ZEID		NOT APPLICABLE	" 
		
			 STRUCTURE FRAMING FOR ADVERTISING WALL MOUNTED SIGN #1 (10.4' X 22.75'). A
		  
		
			 Work on Floor(s): WAL
"
1059719	551 WEST  125 STREET MANHATTAN	04/24/2012	121056169	01	SG	J P/E DISAPPROVED	05/14/2012	0066283 PE	ZEID		NOT APPLICABLE	" 
		
			 FILING TO ESTABLISH THE LEGALITY OF ADVERTISING POSTER PANEL #2 (10.4' X 2
		  
		
			 Work on Floor(s): WAL
"
1059719	551 WEST  125 STREET MANHATTAN	11/18/2011	120900294	01	A3	J P/E DISAPPROVED	11/29/2011	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 SEE SECTION 24. NO WORK APPLICATION. FIRE PROTECTION PLAN.
		  
		
			 Work on Floor(s):                          001 thru 005
"
1059719	551 WEST  125 STREET MANHATTAN	06/22/2010	102715670	10	A2	G PAA FEE DUE	06/22/2010		FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	05/20/2009	120042612	01	A2	R PERMIT-ENTIRE	01/13/2011	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 THIS APPLICATION IS BEING FILED FOR A RENOVATION OF THE SECOND FLOOR CLASS
		  
		
			 Work on Floor(s): OSP,002
"
1059719	551 WEST  125 STREET MANHATTAN	05/01/2009	102715670	09	A2	P APPROVED	06/25/2009		FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	04/09/2008	102715670	08	A2	P APPROVED	04/11/2008		FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	11/09/2007	102715670	07	A2	P APPROVED	11/27/2007	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	05/08/2007	102715670	06	A2	P APPROVED	06/11/2007	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	02/18/2005	102715670	05	A2	P APPROVED	02/23/2005	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	03/15/2002	102715670	04	A2	P APPROVED	03/19/2002	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	02/11/2002	102715670	03	A2	P APPROVED	02/25/2002	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	06/11/2001	102715670	02	A2	P APPROVED	11/07/2001	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01 ADDITION OF A NEW HANDICAPPED BATHROOM ON T
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	11/02/2000	102787450	01	A2	R PERMIT-ENTIRE	11/14/2000	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 REMOVAL AND INSTALLATIOON OF NEW CONDENS ER AND AIR HANDLER UNIT
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	08/10/2000	102896476	01	A2	R PERMIT-ENTIRE	08/30/2000	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 MODIFICATION OF EXISTING FIRE ALARM SYST EM AND SMOKE DETECTION SYSTEM.
		  
		
			 Work on Floor(s): CEL,1ST,TRU,005
"
1059719	551 WEST  125 STREET MANHATTAN	08/08/2000	102729861	01	A3	R PERMIT-ENTIRE	08/10/2000	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 BUILDERS PAVING PLAN FILED HEREIN FOR 37 .99' FEET OF FRONTAGE. NO CHANG
		  
		
			 Work on Floor(s): 1
"
1059719	551 WEST  125 STREET MANHATTAN	08/03/2000	102687335	01	A2	R PERMIT-ENTIRE	03/27/2001	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 FILING FOR FENCE IN CONJUNCTION WITH APP LICATION # 102715670. NO
		  
		
			 Work on Floor(s): 001
"
1059719	551 WEST  125 STREET MANHATTAN	06/19/2000	102715670	01	A2	R PERMIT-ENTIRE	02/24/2010	0010254 RA	FERRARA		NOT APPLICABLE	" 
		
			 ADDITION OF A NEW HANDICAPPED BATHROOM ON THE FIRST FLOOR AND A NEW
		  
		
			 Work on Floor(s): CEL,5
"
1059719	551 WEST  125 STREET MANHATTAN	04/26/1990	100033367	01	A2	J P/E DISAPPROVED	06/01/1990	0026636 PE	HECHT		NOT APPLICABLE	" 
		
			 INSTALLATION OF INTERIOR FIRE ALARM SYSTEM AS PER PLAN TROUGHOUT
		"
1061228	459 WEST  141 STREET MANHATTAN	01/12/2005	103546879	04	A1	P APPROVED	01/28/2005	0017036 RA	King, R.		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 004
"
1061228	459 WEST  141 STREET MANHATTAN	12/22/2003	103546879	03	A1	P APPROVED	12/22/2003	0017036 RA	King, R.		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 004
"
1061228	459 WEST  141 STREET MANHATTAN	12/10/2003	103546879	02	A1	P APPROVED	12/16/2003	0017036 RA	King, R.		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL                      001 thru 004
"
1061228	459 WEST  141 STREET MANHATTAN	08/22/2003	103546879	01	A1	R PERMIT-ENTIRE	07/20/2006	0017036 RA	King, R.		NOT APPLICABLE	" 
		
			 Install powder room on 1st floor; install wet bar on 2nd floor; renovation
		"
1061392	413 WEST  146 STREET MANHATTAN	04/26/2017	123085240	01	A2	R PERMIT-ENTIRE	12/20/2017	0026272 RA	ISHAC		NOT APPLICABLE	" 
		
			 REMODEL EXISTING 3 FAMILY RESIDENCE, REPAIR DAMAGED WOOD JOISTS, RELOCATE
		  
		
			 Work on Floor(s): CEL,BST                  001 thru 003
"
1061392	413 WEST  146 STREET MANHATTAN	08/26/2003	103199897	02	A1	P APPROVED	09/10/2003	0024697 RA	Mierzeje		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1061392	413 WEST  146 STREET MANHATTAN	07/01/2002	103199897	01	A1	X SIGNED OFF	06/25/2007	0024697 RA	Mierzeje		NOT APPLICABLE	" 
		
			 Change from existing fully sprinklered SRO to Three Family Dwelling. Obtai
		"
1061139	730 ST NICHOLAS AVENUE MANHATTAN	12/05/2017	123266697	01	A2	J P/E DISAPPROVED	12/15/2017	0027948 RA	MARIN		NOT APPLICABLE	" 
		
			 INSTALLATION OF SMOKE/HEAT DETECTION AND SPRINKLER FIRE ALARM SYSTEM
		  
		
			 Work on Floor(s): CEL,BAS                  001 thru 004
"
1061139	730 ST NICHOLAS AVENUE MANHATTAN	10/11/2017	123163968	01	A2	H P/E IN PROCESS	10/16/2017	0027948 RA	MARIN		NOT APPLICABLE	" 
		
			 INSTALLATION OF NEW SPRINKLER SYSTEM AND RELATED PIPING AS SHOWN ON DRAWIN
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003,004
"
1061139	730 ST NICHOLAS AVENUE MANHATTAN	10/11/2017	123163977	01	A1	J P/E DISAPPROVED	12/08/2017	0027948 RA	MARIN		NOT APPLICABLE	" 
		
			 INTERIOR RENOVSTION OF EXISTING RESIDENTIAL BUILDING. REMOVE INTERIOR
		  
		
			 Work on Floor(s): CEL,BAS,ROF              001 thru 004
"
1061139	730 ST NICHOLAS AVENUE MANHATTAN	10/10/2017	123161666	01	A2	R PERMIT-ENTIRE	10/30/2017	0027948 RA	MARIN		NOT APPLICABLE	" 
		
			 REMOVAL OF LAUNDRY DRYERS AND RELATED GAS PIPING. REMOVE EXISTING BOILER A
		  
		
			 Work on Floor(s): CEL
"
1061139	730 ST NICHOLAS AVENUE MANHATTAN	06/22/1999	102219485	01	A3	X SIGNED OFF	12/28/2000	0016963 RA	Frederic		NOT APPLICABLE	" 
		
			 New front stoop, planted area and fence as approved by D.O.T revocable con
		  
		
			 Work on Floor(s): 001
"
1061139	730 ST NICHOLAS AVENUE MANHATTAN	06/21/1999	102212794	01	A3	X SIGNED OFF	12/22/2000	0016963 RA	FREDERIC		NOT APPLICABLE	" 
		
			 NEW FRONT EXTENSION TO EXISTING GARAGE. GARAGE DOORS TO BE REPLACED.
		  
		
			 Work on Floor(s): GRD
"
1061139	730 ST NICHOLAS AVENUE MANHATTAN	01/14/1993	100576912	01	A1	X SIGNED OFF	09/28/1994	0016963 RA	FREDERIC		NOT APPLICABLE	" 
		
			 RENOVATION OF EXISTING RESIDENTIAL BLDG. CONVERSION TO TWO FAMILY
		"
1058716	212 WEST  132 STREET MANHATTAN	01/25/2006	104043795	04	A1	P APPROVED	02/09/2006	0017036 RA	King, R.		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS                  001 thru 003
"
1058716	212 WEST  132 STREET MANHATTAN	11/17/2005	104043795	03	A1	P APPROVED	11/21/2005	0017036 RA	King, R.		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS                  001 thru 003
"
1058716	212 WEST  132 STREET MANHATTAN	07/19/2005	104043795	02	A1	P APPROVED	07/22/2005	0017036 RA	King, R.		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS                  001 thru 003
"
1058716	212 WEST  132 STREET MANHATTAN	03/07/2005	104043795	01	A1	X SIGNED OFF	02/15/2006	0017036 RA	King, R.		NOT APPLICABLE	" 
		
			 Convert existing class 'A' apartment into a two-family building; remove
		"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	12/31/2003	103678272	01	A1	R PERMIT-ENTIRE	01/02/2004	0012204 RA	ALBANESE		NOT APPLICABLE	" 
		
			 Filing as built plans to obtain certificate of occupancy for existing one
		  
		
			 Work on Floor(s): 001
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	02/06/1996	101223793	01	SG	R PERMIT-ENTIRE	03/01/1996		WEISENTH		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 09/05/2014 ILLUMINATED PARALLEL ACCESSORY BUSINESS WALL SIGN
		  
		
			 Work on Floor(s): 001
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	02/06/1996	101223784	01	SG	R PERMIT-ENTIRE	03/01/1996		WEISENTH		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 09/05/2014 ILLUMINATED PARALLEL ACCESSORY BUSINESS WALL SIGN
		  
		
			 Work on Floor(s): 001
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	02/02/1996	100951098	04	NB	P APPROVED	02/26/1996	0011642 RA	CHERRY		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 1
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	12/20/1995	101069558	03	A2	D A/P ENTIRE	12/20/1995	0058324 PE	HARDIE		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 11/05/1997
		  
		
			 Work on Floor(s): 1
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	09/26/1995	100951098	03	NB	P APPROVED	10/10/1995	0011642 RA	CHERRY		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): 1
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	07/25/1995	101069558	02	A2	P APPROVED	07/27/1995	0058324 PE	HARDIE		NOT APPLICABLE	" 
		
			 SUBSEQUENT FILING TO ADD PW1B FOR 4"" STREET WATER CONNECTION FOR NEW
		  
		
			 Work on Floor(s): 1
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	07/18/1995	100951098	02	NB	D A/P ENTIRE	07/18/1995	0011642 RA	CHERRY		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 09/26/1995
		  
		
			 Work on Floor(s): 1
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	06/20/1995	101069558	01	A2	Q PERMIT-PARTIAL	08/03/1995	0058324 PE	HARDIE		NOT APPLICABLE	" 
		
			 THE TOTAL TO INSTALL 43 NEW SPRINKLER HE ADS FOR RETAIL STORE ON FIRST F
		  
		
			 Work on Floor(s): 1
"
1088140	2342 FREDRICK DOUGLASS BOULEVARD MANHATTAN	12/27/1994	100951098	01	NB	R PERMIT-ENTIRE	10/02/1995	0012389 RA	GRIFFIN		NOT APPLICABLE	
1061181	10 ST NICHOLAS PLACE MANHATTAN	05/04/2010	120333898	01	A3	X SIGNED OFF	03/04/2014	0014908 RA	COMPTON		NOT APPLICABLE	" 
		
			 ERECT PIPE SCAFFOLD AS PER PLAN AT 10 ST. NICHOLAS PLACE. DURING REMEDIAL
		  
		
			 Work on Floor(s): OSP
"
1061181	10 ST NICHOLAS PLACE MANHATTAN	05/04/2010	120333870	01	A3	X SIGNED OFF	03/27/2014	0014908 RA	COMPTON		NOT APPLICABLE	" 
		
			 INSTALLATION OF HEAVY DUTY SIDEWALK SHED A TOTAL OF 171 L.F. AS PER PLAN A
		"
1060657	323 WEST  138 STREET MANHATTAN	10/05/2017	101257346	06	A1	P APPROVED	10/10/2017		WHYTE		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1060657	323 WEST  138 STREET MANHATTAN	10/28/2011	101257346	05	A1	P APPROVED	11/25/2011		PAPPAS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1060657	323 WEST  138 STREET MANHATTAN	12/24/2007	101257346	04	A1	P APPROVED	03/13/2008	0026809 RA	PAPPAS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1060657	323 WEST  138 STREET MANHATTAN	06/01/2005	101257346	03	A1	P APPROVED	12/09/2005	0026809 RA	PAPPAS		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1060657	323 WEST  138 STREET MANHATTAN	02/01/2001	101257346	02	A1	D A/P ENTIRE	11/15/2007	0021199 RA	SMITH II		NOT APPLICABLE	" 
		
			 DOC WITHDRAWN 11/27/2007
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1060657	323 WEST  138 STREET MANHATTAN	03/25/1996	101257346	01	A1	R PERMIT-ENTIRE	12/13/2017	0024077 RA	WHYTE		NOT APPLICABLE	" 
		
			 ALT.OF EXISTING CL.B ROOMING HAVE 2 FAMILY RESIDENCE INCLUDING NEW
		  
		
			 Work on Floor(s): CEL,BAS,001,002,003
"
1060657	323 WEST  138 STREET MANHATTAN	04/12/1994	100790468	01	A1	J P/E DISAPPROVED	04/21/1994	0013141 RA	WASHINGT		NOT APPLICABLE	" 
		
			 JOB WITHDRAWN 12/29/1995 RENOVATION TO INCLUDED:NEW SHEETROCK PARTITIONS,N
		"
1061920	532 WEST  145 STREET MANHATTAN	06/12/2017	123103836	01	A2	R PERMIT-ENTIRE	06/20/2017	0016413 RA	HICKS		NOT APPLICABLE	" 
		
			 INTERIOR RENOVATION OF THE EXISTING STORE IN CONJUNCTION WITH ALT-2 APPLIC
		  
		
			 Work on Floor(s): 001
"
1061920	532 WEST  145 STREET MANHATTAN	08/08/2016	122130657	02	A2	D A/P ENTIRE	08/17/2016		CHAN		NOT APPLICABLE	" 
		
			 POST APPROVAL AMENDMENT FOR 01
		  
		
			 Work on Floor(s):                          002 thru 006
"
